,sku,name,desc,promo_price,in_stock,type,max_price,price
6655,APP2537,Apple iPhone leather case Leather Case 8 Plus / 7 Plus Black,ultrathin leather case and microfibre premium for iPhone 8 Plus / 7 Plus,52.9,0,11865403,59,59
6656,APP2538,Apple iPhone leather case Leather Case 8 Plus / 7 Plus Red,ultrathin leather case and microfibre premium for iPhone 8 Plus / 7 Plus,52.9,1,11865403,56,56
6657,APP2539,Apple iPhone leather case Leather Case 8 Plus / 7 Plus Charcoal Gray,ultrathin leather case and microfibre premium for iPhone 8 Plus / 7 Plus,51,1,11865403,59,59
6658,APP2540,Apple iPhone leather case Leather Case 8 Plus / 7 Plus Purpura Dark,ultrathin leather case and microfibre premium for iPhone 8 Plus / 7 Plus,51,0,11865403,52.9,52.9
6659,APP2541,Apple iPhone leather case Leather Case 8 Plus / 7 Plus Blue Cosmos,ultrathin leather case and microfibre premium for iPhone 8 Plus / 7 Plus,51,0,11865403,56,56
6660,APP2542,Apple iPhone leather case Leather Case 8 Plus / 7 Plus Rosa Fucsia,ultrathin leather case and microfibre premium for iPhone 8 Plus / 7 Plus,52.9,0,11865403,59,59
6661,LGE0069,"LG 34UM59-P Monitor 34 ""sRGB 99% QHD HDMI","superwide 34-inch monitor image quality IPS sRGB and 99% for crisp, lifelike color",3.599.895,1,1296,369.99,369.99
6662,SAT0059,Satechi USB-C Cable to HDMI 4K 60 Hz Plata,USB adapter cable to HDMI-C compatible with 4K at 60Hz,359.902,1,1325,35.99,35.99
6663,SAT0058,Satechi USB-C Cable to HDMI 4K 60 Hz Space Gray,USB adapter cable to HDMI-C compatible with 4K at 60Hz,359.902,1,1325,35.99,35.99
6664,LAC0240,6big Lacie Hard Drive 12TB RAID Thunderbolt 3 USB-C,12TB hard drive bays with RAID 6 5 two ports Thunderbolt 3 (40Gb / s) and 5 years warranty for Mac and PC,17.699.941,0,11935397,1857.79,1857.79
6665,OTT0089-A,Open - OtterBox Defender Case iPad Air 2 Gray,Triple layer protective sleeve iPad Air 2.,448.974,0,1298,40.41,40.41
6666,CRU0026-A,Open - SO-DIMM memory Crucial 8GB 1333MHZ,8GB RAM Mac mini iMac (2010/11) and MacBook Pro (2011).,681.612,0,1298,68.49,68.49
6667,WAC0240-A,Open - Wacom Bamboo Pen Sketch iPad and iPhone Black,digital pen refitted with hard and soft tips triangular design for iPad and iPhone,573.158,0,1229,57.32,57.32
6668,APP0241-A,Open - Apple MacBook Pro MagSafe 85W Charger,Charger MacBook Pro as a new MagSafe 85 W,773.381,0,1298,77.34,77.34
6669,TPL0026-A,Open - TP-LINK TL-PA9020P Passthrough Powerline Kit 2 Port Gigabit AV2000,speed internet amplifier kit with ultra-fast integrated plug and 2 Gigabit ports,102.99,0,1334,103,103
6670,MAT0002-A,Open - Backlit Keyboard Matias Bluetooth numerical Aluminum + Spanish iOS and Mac Plata,Backlit Wireless Keyboard for iPad iPhone Aluminum iPod Touch Mac and PC,1.239.996,0,1298,91.15,91.15
6671,OWC0209-A,OWC 3 Dock 13 Thunderbolt ports / USB 3.1 / Ethernet / Audio Silver,Aluminum Dock with 13 different ports includes 3-port Thunderbolt (40Gb / s) and 0.5m cable for Mac and PC,2.999.893,0,1298,274.31,274.31
6672,DRO0020-A,Open - 5C Drobo 5-bay DAS RAID USB-C USB 3.0,RAID 5 bays and USB 3.0 Type-C for Mac and PC,3.413.092,0,1298,344.25,344.25
6673,APP1972-A,Open - Apple iPad Wi-Fi 32GB Space Gray,iPad Wi-Fi 32GB with box but unused is perfect,3.705.637,0,1714,389.91,389.91
6674,APP2142-A,"Open - Apple iPad Pro 10.5 ""Wi-Fi 64GB Space Gray",Pro iPad Wi-Fi 64 GB like new,6.990.013,0,1298,677.72,677.72
6675,PAC2198,"Second hand - Apple iMac 20 ""Core 2 Duo 226GHz | 2GB RAM | 160GB HDD",Refurbished iMac 20 inch Core 2 Duo | 2GB RAM | 160GB HDD,2.755.944,0,"5,43E+15",275.59,275.59
6676,PAC2199,"Second hand - Apple iMac 20 ""Core 2 Duo 226GHz | 2GB RAM | 160GB HDD",Refurbished iMac 20 inch Core 2 Duo | 2GB RAM | 160GB HDD,259,0,"5,43E+15",259,259
6677,LAC0241,Lacie 2big RAID 8TB HDD Dock Thunderbolt 3,External Hard Drive 8TB Thunderbolt March 40 Gb / s and RAID for Mac and PC,5.599.941,1,11935397,634.8,634.8
6678,LAC0242,Lacie 2big RAID 12TB Hard Drive Dock Thunderbolt 3,External Hard Drive 12TB Thunderbolt March 40 Gb / s and RAID for Mac and PC,6.999.947,0,11935397,783.79,783.79
6679,LAC0243,Lacie 2big RAID 16TB Hard Drive Dock Thunderbolt 3,External Hard Drive 16TB Thunderbolt March 40 Gb / s and RAID for Mac and PC,8.499.948,0,11935397,987.79,987.79
6680,LAC0244,Lacie 2big RAID 20TB Hard Drive Dock Thunderbolt 3,External Hard Drive 20TB Thunderbolt March 40 Gb / s and RAID for Mac and PC,10.189.942,0,11935397,1177.79,1177.79
6681,SYN0177,Synology NAS Server DS3018xs Mac and PC,A powerful 6-bay NAS designed for large workloads are not a problem,14.389.901,0,12175397,1438.99,1438.99
6682,DJI0019,Osmo DJI Mobile Image Stabilizer,Portable Image Stabilizer DJI Osmo. stable and vibration-free images for iPhone,3.399.495,0,11905404,339.95,339.95
6683,GOP0097,GoPro HERO 6 Black,GoPro action camera with 4K resolution submersible in water 10m 5GHz WiFi,4.299.892,0,5404,569.99,569.99
6684,LAC0245,Lacie 8big Rack System 24TB RAID Thunderbolt 2,24TB RAID system Thunderbolt 2 (20Gb / s) 8-bay rackmount format 5 year warranty,21.977.944,0,11935397,2197.79,2197.79
6685,LAC0247,Lacie 8big Rack System 64TB RAID Thunderbolt 2,64TB RAID system Thunderbolt 2 (20Gb / s) 8-bay rackmount format 5 year warranty,3.999.995,0,11935397,4557.79,4557.79
6686,NKI0009,Nokia Body Cardio Balance Scale Black,scale measuring cardiovascular health and body APP for iPad and iPhone,1.699.929,1,11905404,169.99,169.99
6687,NKI0014,Nokia Body Cardio Balance Scale White,scale measuring cardiovascular health and body APP for iPad and iPhone,1.699.929,1,11905404,169.99,169.99
6688,NKI0008,Nokia Home Air Quality Sensor HD Camera,HD surveillance camera viewing angle of 135 degrees sensor accelerometer air quality and night vision,1.889.899,0,9094,188.99,188.99
6689,NKI0007,Nokia Thermo Thermometer Wifi,Intelligent thermometer with 16 infrared sensors and LED app for iPhone and iPad,957.413,1,11905404,85.49,85.49
6690,AP20363,Second hand - Apple Lightning to USB Cable 1m,Apple cable used and reviewed with USB connection to Lightning 1 m for iPhone iPad and iPod,139.997,0,1325,12.6,12.6
6691,AP20360,"Second hand - Apple MacBook Pro 13 ""Core i7 24 GHz | 8GB RAM | 256GB PCIe SSD Plata",MacBook used and revised 13-inch i7 8GB RAM 24 GHz and 256GB SSD PCIe,15.055.909,0,"1,02E+12",1505.59,1505.59
6692,AP20361,Second hand - 16Gb Apple iPod Nano Blue,IPod nano music player the 8th generation used and revised 16GB blue.,1.179.714,0,11821715,122.81,122.81
6693,AP20362,Like new - EarPods Headphones with Remote and Mic Jack,Headphones used and reconditioned for iPhone iPad and iPod with microphone and remote.,18.997,0,5384,19,19
6694,NIE0011,Ninebot by Segway One E + Electric Unicycle White,Electric personal transportation robot with a wheel design and autonomous 30 km,6.999.898,0,11905404,699.99,699.99
6695,MIN0013,MiniBatt phonebox Car Universal Wireless Charger,Intelligent wireless charging base designed especially for your car,269.903,1,13615399,26.99,26.99
6696,MIN0012,MiniBatt PowerPad Wireless Charging Mat,A mouse mouse also charge your iPhone with wireless technology,179.903,1,13615399,19.99,19.99
6697,MIN0011,Minibatt iCharger Qi Wireless Charger Quick charge,Practical charger compatible wireless devices including iPhone iQ X and 8,13.99,1,5399,13.99,13.99
6698,NIE0010,Segway personal transport MiniLite,Robot two-wheeled personal transport up to 18Km with autonomous,3.799.896,0,11905404,379.99,379.99
6699,SYN0182,Synology NAS Server DS418play Mac and PC,NAS server 4 bays and two memory slots (2GB) files with up to 4K Ultra HD,484.99,0,12175397,493.99,493.99
6700,PAC2241,DS418play Synology NAS Server | 2GB RAM | 8TB (4x2TB) WD Red,NAS server 4 bays and two memory slots (2GB) files with up to 4K Ultra HD,8.343.676,0,12175397,788.04,788.04
6701,PAC2242,DS418play Synology NAS Server | 2GB RAM | 12TB (4x3TB) WD Red,NAS server 4 bays and two memory slots (2GB) files with up to 4K Ultra HD,8.933.684,0,12175397,880.11,880.11
6702,PAC2243,DS418play Synology NAS Server | 2GB RAM | 16TB (4x4TB) WD Red,NAS server 4 bays and two memory slots (2GB) files with up to 4K Ultra HD,9.893.686,0,12175397,1014.37,1014.37
6703,PAC2245,DS418play Synology NAS Server | 2GB RAM | 32TB (4x8TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,1.445.368,0,12175397,1524.37,1524.37
6704,PAC2247,DS418play Synology NAS Server | 6GB RAM | 12TB (4x3TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,9.553.676,0,12175397,964.37,964.37
6705,PAC2248,DS418play Synology NAS Server | 6GB RAM | 16TB (4x4TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,10.513.678,0,12175397,1050.37,1050.37
6706,PAC2249,DS418play Synology NAS Server | 6GB RAM | 24TB (4x6TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,13.073.675,0,12175397,1406.37,1406.37
6707,PAC2252,DS418play Synology NAS Server | 10GB RAM | 12TB (4x3TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,999.368,0,12175397,1036.37,1036.37
6708,PAC2253,DS418play Synology NAS Server | 10GB RAM | 16TB (4x4TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,10.953.682,0,12175397,1088.43,1088.43
6709,PAC2254,DS418play Synology NAS Server | 10GB RAM | 24TB (4x6TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,13.513.679,0,12175397,1408.37,1408.37
6710,PAC2255,DS418play Synology NAS Server | 10GB RAM | 32TB (4x8TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,15.513.676,0,12175397,1624.37,1624.37
6711,PAC2258,DS418play Synology NAS Server | 16GB RAM | 16TB (4x4TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,11.863.675,0,12175397,1173.06,1173.06
6712,PAC2260,DS418play Synology NAS Server | 16GB RAM | 32TB (4x8TB) WD Red,4-bay NAS server to accommodate 4K Ultra HD files,16.423.681,0,12175397,1716.37,1716.37
6713,PAC2418,DS418play Synology NAS Server | 16GB RAM | 48TB (4x12TB) Seagate Iron Wolf,4-bay NAS server to accommodate 4K Ultra HD files,20.863.679,0,12175397,2202.37,2202.37
6714,PAC2393,DS418play Synology NAS Server | 6GB RAM,4-bay NAS server to accommodate 4K Ultra HD files,5.469.902,0,12175397,554.99,554.99
6715,PAC2402,DS418play Synology NAS Server | 10GB RAM,4-bay NAS server to accommodate 4K Ultra HD files,5.919.901,0,12175397,600.99,600.99
6716,SYN0184,Synology RAM 4GB 1866MHz DDR3,4GB DDR3 memory for Synology.,749.898,1,1404,74.99,74.99
6717,SYN0181,Synology DS418 NAS server Mac and PC,NAS server 4 bays and 2GB DDR4 capable tramsmitir H.265 video 4K,415.99,0,12175397,423.99,423.99
6718,PAC2236,Synology DS418 NAS Server | 2GB RAM | 8TB (4x2TB) WD Red,NAS server 4 bays and 2GB DDR4 capable tramsmitir H.265 video 4K,7.643.679,0,12175397,774.37,774.37
6719,PAC2237,Synology DS418 NAS Server | 2GB RAM | 12TB (4x3TB) WD Red,NAS server 4 bays and 2GB DDR4 capable tramsmitir H.265 video 4K,8.233.675,0,12175397,840.37,840.37
6720,PAC2238,Synology DS418 NAS Server | 2GB RAM | 16TB (4x4TB) WD Red,NAS server 4 bays and 2GB DDR4 capable tramsmitir H.265 video 4K,9.193.677,0,12175397,992.37,992.37
6721,PAC2239,Synology DS418 NAS Server | 2GB RAM | 24TB (4x6TB) WD Red,NAS server 4 bays and 2GB of RAM DDR4 capable tramsmitir H.265 video 4K,11.753.686,0,12175397,1196.37,1196.37
6722,SYN0180,Synology DS718 + NAS server Mac and PC,Scalable NAS server and transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,4.589.905,0,12175397,458.99,458.99
6723,PAC2201,Synology DS718 + NAS Server | 2GB RAM | 4TB (2x2TB) WD Red,Scalable NAS server and transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,6.291.794,0,12175397,633.18,633.18
6724,PAC2202,Synology DS718 + NAS Server | 2GB RAM | 6TB (2x3TB) WD Red,Scalable NAS server and transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,6.631.792,0,12175397,685.18,685.18
6725,PAC2203,Synology DS718 + NAS Server | 2GB RAM | 8TB (2x4TB) WD Red,Scalable NAS server and transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,7.111.787,0,12175397,745.18,745.18
6726,PAC2204,Synology DS718 + NAS Server | 2GB RAM | 12TB (2x6TB) WD Red,Scalable NAS server and transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,8.391.786,0,12175397,856.18,856.18
6727,PAC2206,Synology DS718 + NAS Server | 6GB RAM | 4TB (2x2TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 6GB DDR3L 226MB / s read and 184 MB / s write,6.911.786,0,12175397,691.18,691.18
6728,PAC2207,Synology DS718 + NAS Server | 6GB RAM | 6TB (2x3TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 226MB / s read and 184 MB / s write,7.251.784,0,12175397,747.18,747.18
6729,PAC2208,Synology DS718 + NAS Server | 6GB RAM | 8TB (2x4TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 6GB DDR3L 226MB / s read and 184 MB / s write,7.731.791,0,12175397,781.18,781.18
6730,PAC2209,Synology DS718 + NAS Server | 6GB RAM | 12TB (2x6TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 226MB / s read and 184 MB / s write,901.179,0,12175397,898.18,898.18
6731,PAC2210,Synology DS718 + NAS Server | 6GB RAM | 16TB (2x8TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz DDR3L 16GB 226MB / s read and 184 MB / s write,10.011.794,0,12175397,1072.18,1072.18
6732,PAC2211,Synology DS718 + NAS Server | 10GB RAM | 4TB (2x2TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,7.301.793,0,12175397,730.18,730.18
6733,PAC2212,Synology DS718 + NAS Server | 10GB RAM | 6TB (2x3TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz DDR3L 10GB 226MB / s read and 184 MB / s write,7.641.791,0,12175397,768.18,768.18
6734,PAC2213,Synology DS718 + NAS Server | 10GB RAM | 8TB (2x4TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz DDR3L 10GB 226MB / s read and 184 MB / s write,8.121.786,0,12175397,844.18,844.18
6735,PAC2215,Synology DS718 + NAS Server | 10GB RAM | 16TB (2x8TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz DDR3L 10GB 226MB / s read and 184 MB / s write,10.401.789,0,12175397,1044.55,1044.55
6736,PAC2216,Synology DS718 + NAS Server | 16GB RAM | 4TB (2x2TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 226MB / s read and 184 MB / s write,8.221.793,0,12175397,804.18,804.18
6737,PAC2217,Synology DS718 + NAS Server | 16GB RAM | 6TB (2x3TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz DDR3L 16GB 226MB / s read and 184 MB / s write,8.561.791,0,12175397,875.18,875.18
6738,PAC2218,Synology DS718 + NAS Server | 16GB RAM | 8TB (2x4TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 226MB / s read and 184 MB / s write,9.031.791,0,12175397,912.18,912.18
6739,PAC2220,Synology DS718 + NAS Server | 16GB RAM | 16TB (2x8TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 226MB / s read and 184 MB / s write,11.311.794,0,12175397,1164.18,1164.18
6740,PAC2319,Synology DS718 + NAS Server | 2GB RAM | 8TB (2x4TB) Seagate Iron Wolf,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 2GB DDR3L 226MB / s read and 184 MB / s write,6.851.794,0,12175397,698.18,698.18
6741,PAC2325,Synology DS718 + NAS Server | 6GB RAM,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz 6GB DDR3L 226MB / s read and 184 MB / s write,5.209.897,0,12175397,520.99,520.99
6742,PAC2334,Synology DS718 + NAS Server | 10GB RAM,Synology DS718 + NAS Server | 10GB RAM,5.659.896,0,12175397,556.99,556.99
6743,PAC2343,Synology DS718 + NAS Server | 16GB RAM,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz DDR3L 16GB 226MB / s read and 184 MB / s write,6.509.897,0,12175397,642.99,642.99
6744,PAC2351,Synology DS718 + NAS Server | 16GB RAM | 20TB (2x10TB) WD Red,Scalable NAS server with transcoding 4K: 4-core 2.3 GHz DDR3L 16GB 226MB / s read and 184 MB / s write,13.311.791,0,12175397,1338.18,1338.18
6745,SYN0179,Synology DS218 + NAS server Mac and PC,NAS storage server integrated with special focus on data protection,336.99,1,12175397,343.99,343.99
6746,PAC2226,Synology DS218 + NAS Server | 2GB RAM | 4TB (2x2TB) WD Red,NAS storage server integrated with special focus on data protection,5.141.786,1,12175397,520.18,520.18
6747,PAC2227,Synology DS218 + NAS Server | 2GB RAM | 6TB (2x3TB) WD Red,NAS storage server integrated with special focus on data protection,5.401.791,1,12175397,570.18,570.18
6748,PAC2228,Synology DS218 + NAS Server | 2GB RAM | 8TB (2x4TB) WD Red,NAS storage server integrated with special focus on data protection,5.881.786,1,12175397,630.18,630.18
6749,PAC2229,Synology DS218 + NAS Server | 2GB RAM | 12TB (2x6TB) WD Red,NAS storage server integrated with special focus on data protection,7.171.791,1,12175397,768.18,768.18
6750,PAC2230,Synology DS218 + NAS Server | 2GB RAM | 16TB (2x8TB) WD Red,NAS storage server integrated with special focus on data protection,8.161.789,1,12175397,906.18,906.18
6751,PAC2231,Synology DS218 + NAS Server | 6GB RAM | 4TB (2x2TB) WD Red,NAS storage server integrated with special focus on data protection,623.179,1,12175397,618.18,618.18
6752,PAC2232,Synology DS218 + NAS Server | 6GB RAM | 6TB (2x3TB) WD Red,NAS storage server integrated with special focus on data protection,6.021.795,1,12175397,656.18,656.18
6753,PAC2233,Synology DS218 + NAS Server | 6GB RAM | 8TB (2x4TB) WD Red,NAS storage server integrated with special focus on data protection,650.179,1,12175397,715.18,715.18
6754,PAC2234,Synology DS218 + NAS Server | 6GB RAM | 12TB (2x6TB) WD Red,NAS storage server integrated with special focus on data protection,7.791.795,1,12175397,857.18,857.18
6755,PAC2235,Synology DS218 + NAS Server | 6GB RAM | 16TB (2x8TB) WD Red,NAS storage server integrated with special focus on data protection,8.781.793,1,12175397,965.18,965.18
6756,PAC2362,Synology DS218 + NAS Server | 2GB RAM | 8TB (2x4TB) Seagate Iron Wolf,NAS storage server integrated with special focus on data protection,5.631.788,0,12175397,590.18,590.18
6757,PAC2369,Synology DS218 + NAS Server | 6GB RAM | 4TB (2x2TB) Seagate Iron Wolf,NAS storage server integrated with special focus on data protection,5.531.793,0,12175397,568.18,568.18
6758,PAC2368,Synology DS218 + NAS Server | 6GB RAM,NAS storage server integrated with special focus on data protection,3.989.902,1,12175397,405.99,405.99
6759,PAC2371,Synology DS218 + NAS Server | 6GB RAM | 8TB (2x4TB) Seagate Iron Wolf,NAS storage server integrated with special focus on data protection,6.251.792,0,12175397,652.18,652.18
6760,SYN0178,Synology DS918 + NAS server Mac and PC,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,562.99,0,12175397,573.99,573.99
6761,PAC2261,Synology DS918 + NAS Server | 4GB RAM | 8TB (4X2TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,9.293.683,0,12175397,940.37,940.37
6762,PAC2262,Synology DS918 + NAS Server | 4GB RAM | 12TB (4x3TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,9.863.678,0,12175397,976.99,976.99
6763,PAC2263,Synology DS918 + NAS Server | 4GB RAM | 16TB (4x4TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,1.082.368,0,12175397,1132.37,1132.37
6764,PAC2264,Synology DS918 + NAS Server | 4GB | 24TB (4x6TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,13.383.677,0,12175397,1383.37,1383.37
6765,PAC2265,Synology DS918 + NAS Server | 4GB | 32TB (4x8TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,15.383.686,0,12175397,1594.35,1594.35
6766,PAC2266,Synology DS918 + NAS Server | 8GB | 8TB (4x2TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,9.753.677,0,12175397,975.37,975.37
6767,PAC2267,Synology DS918 + NAS Server | 8GB | 12TB (4x3TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,10.333.678,0,12175397,1107.37,1107.37
6768,PAC2268,Synology DS918 + NAS Server | 8GB | 16TB (4x4TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,1.129.368,0,12175397,1160.37,1160.37
6769,PAC2272,Synology DS918 + NAS Server | 12GB | 12TB (4x3TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,10.773.683,0,12175397,1088.37,1088.37
6770,PAC2273,Synology DS918 + NAS Server | 12GB | 16TB (4x4TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,11.723.678,0,12175397,1162.83,1162.83
6771,PAC2270,Synology DS918 + NAS Server | 8GB | 32TB (4x8TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,15.853.674,0,12175397,1633.37,1633.37
6772,PAC2276,Synology DS918 + NAS Server | 16GB | 8TB (4x2TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,11.123.675,0,12175397,1094.37,1094.37
6773,PAC2277,Synology DS918 + NAS Server | 16GB | 12TB (4x3TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,11.693.682,0,12175397,1188.37,1188.37
6774,PAC2278,Synology DS918 + NAS Server | 16GB | 16TB (4x4TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,12.653.684,0,12175397,1338.37,1338.37
6775,PAC2279,Synology DS918 + NAS Server | 16GB | 24TB (4x6TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,15.213.681,0,12175397,1552.37,1552.37
6776,PAC2280,Synology DS918 + NAS Server | 16GB | 32TB (4x8TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,17.213.678,0,12175397,2117.94,2117.94
6777,PAC2439,Synology DS918 + NAS Server | 12GB RAM | 12TB (4x3TB) Seagate Iron Wolf,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,10.533.679,0,12175397,1088.37,1088.37
6778,PAC2440,Synology DS918 NAS Server | 12GB RAM | 16TB (4x4TB) Seagate Iron Wolf,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,11.213.675,0,12175397,1172.37,1172.37
6779,PAC2428,Synology DS918 + NAS Server | 8GB RAM,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,6.269.905,0,12175397,636.99,636.99
6780,PAC2434,Synology DS918 + NAS Server | 8GB RAM | 40TB (4x10TB) Seagate Iron Wolf,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,1.725.368,0,12175397,1775.37,1775.37
6781,PAC2437,Synology DS918 + NAS Server | 12GB RAM,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,6.699.903,0,12175397,680.99,680.99
6782,PAC2446,Synology DS918 + NAS Server | 16GB RAM,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,7.609.896,0,12175397,771.99,771.99
6783,PAC2453,Synology DS918 + NAS Server | 16GB RAM | 48TB (4x12TB) Seagate Iron Wolf,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,22.533.685,0,12175397,2371.37,2371.37
6784,PAC2454,Synology DS918 + NAS Server | 16GB RAM | 40TB (4x10TB) WD Red,NAS server of the Plus Series for companies seeking high performance and the ability to scale memory and,21.013.683,0,12175397,2148.37,2148.37
6785,SYN0183,Synology NVR1218 Video Recorder,Video recorder for security installations,2.419.903,0,1404,241.99,241.99
6786,APP2568,Apple iPhone Leather Case Cover Red,Leather sheath official Apple designed specifically for the iPhone,420.003,1,11865403,42,42
6787,LGE0061-A,"Open - LG 43UD79-B Monitor 425 ""4K 72% NTSC USB-C Speakers DisplayPort",425 inch monitor 5ms response DisplayPort and USB 4 HDMI connections NTSC-C 72% for Mac and PC,6.969.999,0,1298,668.74,668.74
6788,QNA0190-A,Open - QNAP TS-853U NAS Server | 4GB RAM,8-bay NAS server for small businesses with 4 Ethernet ports for Mac and PC,12.944.556,0,1298,1294.46,1294.46
6789,PAC2192,"Kit OWC expansion RAM 16GB (2x8GB) DDR4 iMac 215 ""2017",Tool kit + OWC RAM 16GB DDR4 215 inch iMac 2017,264.99,0,1364,264.99,264.99
6790,PAC2193,"Kit OWC expansion RAM 32GB (2x16GB) DDR4 iMac 215 ""2017",Tool kit + OWC RAM 32GB DDR4 215 inch iMac 2017,4.369.903,0,1364,436.99,436.99
6791,HTE0002-A,Open - Hyper Pearl 3000mAh USB Battery mirror and Gold,Mirror + Portable 3000mAh USB (2.4A) battery cables for iPhone,239.071,0,1515,23.91,23.91
6792,STA0037,Startech USB-C HDMI Adapter Black,Adapter with USB-C reversible HDMI connection supports Mac and PC conThunderbolt 3,299.899,0,12585395,29.99,29.99
6793,OWC0207,"SSD OWC Aura expansion kit 1TB 6G MacBook Air 11 ""and 13"" 2012",1TB SSD expansion for MacBook Air 11-inch and 13-inch Mid 2012 Kit tools,5.815.841,0,12215397,581.58,581.58
6794,ZAG0030,Zagg Folio Case Color Keyboard Folio iPad Air 2 Black,Case with Bluetooth Keyboard for iPad Air 2 Spanish.,249.889,0,12575403,49.99,49.99
6795,TUC0352,Tucano One X Transparent iPhone Case,An uncomplicated case TPU made with all features available,109.892,0,11865403,10.99,10.99
6796,GOP0098,Floaty GoPro Hero & Hero 5 Session Session,Specific float Session GoPro Hero to enjoy it without risk of loss,249.889,0,5403,24.99,24.99
6797,ZAG0032,"Rugged Messenger Zagg iPad Keyboard Folio (2017) 97 ""Backlit Black",Keyboard folio and adjustable position for 97-inch model Cases 2017,39.99,1,12575403,89.99,89.99
6798,ZAG0035,Zagg Glass Screen Protector iPad,Screensaver designed specifically for cases Air Air 2 Pro 97 inch and 97 inch 2017,199.892,1,14035403,24.99,24.99
6799,ZAG0034,Zagg Invisible Shield Glass Screen Protector iPhone 7 / 6s / 6,Protector Ultra soft edges beveled tempered glass for iPhone June 7 or 6S,99.898,1,11865403,13.99,13.99
6800,NTE0116,"NewerTech NuGuard Snap-on Case MacBook Pro 13 ""Black",Protector for MacBook Pro 13 elegant and easy to install resistant inches,149.895,1,13835403,21.99,21.99
6801,NTE0117,"NewerTech NuGuard Snap-on Case MacBook Pro 13 ""Transparent",Protector for MacBook Pro 13 elegant and easy to install resistant inches,149.895,1,5403,14.99,14.99
6802,NTE0118,"NewerTech NuGuard Snap-on Case MacBook Pro 13 ""Dark Blue",Protector for MacBook Pro 13 elegant and easy to install resistant inches,149.895,0,13835403,14.99,14.99
